"","Name","Rk","Age","ORG","Highest_LVL","POS","Future_Role","Report","obs","word_count","sd","ave_sentiment"
"354","Jordan Brewer","16","22.6","HOU","A-","CF",4,"In the 2019 draft, Brewer was an outfielder for College World Series finalist Michigan and arguably had the best raw tools in the draft. But he lasted until the back of the third round due to his rawness at the plate, underlined by his 56 strikeouts to 24 walks. He was draft eligible in 2018 at Lincoln Trail JC in Illinois and went undrafted, but emerged in his season at Michigan due to his huge tools: solid average raw power, plus-plus speed, plus arm strength and good instincts on the bases. ",354,88,0.199154073405548,0.132653804745161
"355","Colin Barber","17","19.3","HOU","R","CF",4,"The late-rising NorCal prep center fielder grew on us (and, it seems, teams) as the draft approached. Barber has plus speed, so he should stay in center, and we think he has the athleticism to project his hitting ability to progress. He’s a high-effort player, somewhat stiff, but his bat is quick, and the swing is compact. There are some tweener bench outfield traits, but a good contact/up-the-middle foundation.",355,75,0.402302002248184,0.43171722173042
"356","Grae Kessinger","18","22.5","HOU","A","SS",4,"Kessinger is the next in a line of prep shortstops who are raw enough at the plate to get to college, but who have the instincts to potentially turn into everyday big leaguers if the right offensive adjustments are made in their early 20s. Brandon Crawford and Dansby Swanson are some of the more notable successes, Jordy Mercer is a middle tier outcome, and Connor Kaiser (Pirates) along with Connor Walsh (Ole Miss) are two in-progress candidates along with Kessinger. Kessinger also has big league bloodlines: his grandfather (Don) played 16 seasons in the big leagues in the 1960s and 70s, his father (Kevin) played a summer of pro ball in 1992, and his uncle (Keith) got a big league cup of coffee in 1993.",356,123,0.0523018067636176,0.291681456690633
"357","Luis Garcia","19","23.2","HOU","A+","RHP",4,"This guy is built like a tank, he has an ample and enviable lower half and electric arm that generates mid-90s velo (one source saw Garcia crest 100 but we can’t find another who’s seen over 98), and a plus slurve. We’d like to see a third pitch before bumping Garcia into a late-inning relief FV tier.",357,60,0.0964393571159008,0.00926735829104558
"358","Luis Santana","20","20.6","HOU","AA","2B",4,"Santana had a fine year in the Penn League as a 20-year-old, and we still really like his feel for contact, but for a thick, projectionless guy his exit velos are concerningly low. He needs to be a 60 or 70 bat to profile as a second baseman because he’s unlikely to hit for power or be a very good defensive player.",358,62,0.321230460597495,0.136432763489952
"359","Jojanse Torres","21","24.6","HOU","A+","RHP",4,"Torres signed with Milwaukee back in 2015 but his deal was voided due to identity falsification. He re-emerged in 2018 with Houston and had a breakout 2019. While he has one of the harder fastballs in this entire system, Torres throws his slider about 60% of the time because he can put it in the zone more consistently than his heater. His command will limit him to a bullpen role, and he has an outside shot to pitch in high-leverage innings.",359,79,0.244416950261036,-0.0360889230658716
"360","Carlos Sanabria","22","23.1","HOU","AA","RHP",4,"We still have some sources who think Sanabria can start, but he’s been wild two of the last three years and his body has backed up a bit. His arm strength has not. Sanabria was up to 99 last year, sitting 94-96 much of the time. He has a four-pitch mix (the slider is 84-87, the curveball is in the low-80s) that he doesn’t control, so we have him in relief.",360,72,0.1356499557897,-0.0417898972044057
"361","Cionel Perez","23","23.9","HOU","MLB","LHP",4,"The Astros stuck Perez in the bullpen after he returned from a six-week IL stint brought on by a forearm issue. This, combined with his regressed strike throwing, makes it likely he just ends up in Houston’s bullpen long-term, even though they arguably have some rotation spots up for grabs. While his starter pedigree makes Perez more likely to assume a multi-inning role than some similarly talented arms a little further down the list, we saw a more scant repertoire from him in his 2019 big league outings, which perhaps means that kind of role has become less likely.",361,102,0.233340921345607,-0.102920426163197
"362","Ronnie Dawson","24","24.8","HOU","AAA","CF",4,"Dawson had a disappointing 2019 if you look at his surface-level stats, but a putrid-looking .212/.320/.403 line was actually good for a 105 wRC+ in the Texas League. Dawson’s arm strength limits him to left and center (where he’s willed himself into becoming a passable defender) but he has sizable raw thump, he walks at an above-average clip, he lifts the ball, has good makeup and is an above-average athlete. He looks like a viable fourth outfielder or platoon option.",362,83,0.354656567148725,0.275080944327556
"363","Dauri Lorenzo","25","17.4","HOU","R","SS",4,"Switch-hitting middle infielders are hard to come by, and Lorenzo is short to the ball and his swing has lift, which is also rare. He’s somewhat projectable and his arm might push him to second base, but the bat may carry him. ",363,44,0.120208152801713,-0.0927666760733554
"364","Manny Ramirez","26","20.3","HOU","A","RHP",4,"Ramirez was so wild early in the year that the Astros had to send him back to Extended Spring Training to be re-deployed at a short season affiliate later in the summer. He still ended up walking more than a batter per inning, and he’s likely a bullpen piece long-term, but his velo and breaking ball give him considerable ceiling. He’s arguably the riskiest player on this list.",364,72,0.0845273326379227,-0.138527346573343
"365","Rogelio Armenteros","27","25.7","HOU","MLB","RHP",4,"Armenteros struck out a batter per inning at Triple-A last year but his stuff was actually down, the fastball living in the 87-91 range more so than the 91-94 we’d grown accustomed to. If his fastball bounces back, we like him as a No. 4/5 starter thanks to his command and plus changeup. If it doesn’t, he might struggle to stay on the roster.",365,64,0.118902601260502,-0.0798449877203812
"366","Nivaldo Rodriguez","28","22.9","HOU","A+","RHP",4,"Added to the Houston 40-man this offseason, Rodriguez doesn’t have the kind of arm strength found throughout most of the rest of this system, but his fastball has traits that help it play (spin axis, vertical movement) and he’s a more reliable strike-thrower than his upper-level peers with sexier stuff. He’s going to work in on the hands of lefties with his stuff, even the breaking ball, which he has above-average command of.",366,79,0.0399044299107134,0.158216692989249
"367","Garrett Stubbs","29","26.8","HOU","MLB","C",4,"Stubbs finally began to see time at other positions in 2019 (the outfield and some second base) and he projects in an interesting 26th man role, which may help keep him healthy and more productive at the plate than he would be if asked to catch everyday.",367,46,NA,0.222637353793895
